temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain_sum,precipitation_hours,wind_speed_10m_max,shortwave_radiation_sum,year,month,day,id
18.1,5.6,11.2,0.0,0.0,14.8,18.01,2022,12,27,"dfe0fe9e-7e62-483b-b3fc-529f1aac5213"
20.5,2.8,11.0,0.0,0.0,15.3,17.96,2022,12,28,"005f4320-57c9-46ba-bf98-705d5a69da3c"
20.6,2.7,11.3,0.0,0.0,23.0,16.11,2022,12,29,"a3dfa695-d2b9-4f86-b681-01e5aa8333a7"
20.5,5.7,12.4,0.6,2.0,20.5,15.25,2022,12,30,"e65eff0e-7b81-4eba-b7d9-570a4a621185"
21.2,9.6,14.7,0.1,1.0,16.2,17.46,2022,12,31,"389eff83-8c84-4ad8-b1e6-b30a406a8987"
21.1,5.9,12.8,0.0,0.0,15.5,17.52,2023,1,1,"aa5da780-62d0-4ced-8502-a5adf43e3314"
21.3,5.9,13.4,0.0,0.0,22.0,17.36,2023,1,2,"7033f06a-742b-45b1-9f4e-3b0835f3f7e6"
23.0,5.8,14.7,0.1,1.0,10.4,18.6,2023,1,3,"1b16b479-2572-4afb-87bb-9b4f199e4be7"
22.9,6.7,14.3,0.0,0.0,18.8,20.03,2023,1,4,"37a7e1c0-1a36-4f61-a805-578d1558a36d"
22.0,7.7,14.2,0.3,3.0,20.5,19.44,2023,1,5,"1072f910-b326-4443-b2b9-a1e31a8ee173"
21.6,8.0,13.7,0.0,0.0,12.7,19.97,2023,1,6,"eeb6e336-bb69-49c4-bb32-9651871cb429"
22.0,5.9,13.6,0.0,0.0,11.7,20.34,2023,1,7,"3cffdea8-d1e8-4b50-a9ce-2399556787dd"
22.2,7.2,13.9,0.0,0.0,14.5,20.6,2023,1,8,"a462f00f-4703-4514-8b19-d07dc0709b6d"
21.2,6.9,13.5,0.0,0.0,14.0,18.69,2023,1,9,"fcc6aba7-f290-4d11-bcd1-c1d15bda8cce"
20.0,7.9,13.6,0.0,0.0,18.3,17.38,2023,1,10,"3f7c16dd-9491-476f-a38c-a3fff5d2e26e"
20.4,5.5,12.7,0.0,0.0,14.6,17.94,2023,1,11,"a63d604f-1a16-4cb1-93cc-c6d35a73620d"
21.5,6.4,13.6,0.0,0.0,21.7,19.04,2023,1,12,"4654525b-8945-49c2-b30e-4443fa41fdcd"
20.6,8.9,13.2,0.7,4.0,22.7,18.14,2023,1,13,"a60392c7-1ade-4b4b-b6d8-62e22d54be48"
20.9,2.5,11.3,0.0,0.0,9.7,20.99,2023,1,14,"67c47bcc-aeee-47eb-b4d2-1a35fb09c7b3"
21.3,4.1,12.5,0.0,0.0,17.9,21.04,2023,1,15,"9fff639b-75ca-4acf-8c2e-4b032b8d1a84"
23.7,4.4,13.4,0.0,0.0,15.0,21.29,2023,1,16,"4d3b31fb-82d1-4d13-96c0-9188e1d1fe2e"
24.4,8.4,15.0,0.0,0.0,22.7,20.94,2023,1,17,"fda74330-02d2-4d3b-8712-8c63e0162313"
25.0,5.2,15.2,0.0,0.0,15.3,20.42,2023,1,18,"28433977-df40-4f00-a07f-ae24fbffe511"
25.7,8.5,16.6,0.0,0.0,18.8,20.43,2023,1,19,"75d88f78-98c2-4f56-9445-30d758d79c77"
25.3,6.9,15.1,0.0,0.0,14.5,20.66,2023,1,20,"5da739d4-53ce-4e98-987f-c982340734e9"
24.2,7.5,15.4,0.0,0.0,16.4,20.8,2023,1,21,"e4094a7d-ec36-44b3-be21-a1a1949051c9"
23.8,6.9,14.5,0.0,0.0,15.9,20.97,2023,1,22,"7469ad84-b08e-47dd-9780-d98c39ba656a"
23.7,5.2,14.0,0.0,0.0,21.9,21.6,2023,1,23,"1e72a1f1-d3a7-415c-9e3a-8851bf0f5990"
24.8,4.6,14.8,0.0,0.0,12.3,21.84,2023,1,24,"53ba5d6b-dfb5-46b0-af7f-144a7066dc61"
24.1,7.6,14.7,0.0,0.0,25.7,21.54,2023,1,25,"43af54fd-7c09-4c9e-852a-749d463f52a9"
22.7,5.5,13.6,0.0,0.0,20.6,20.43,2023,1,26,"bcdcddd3-51c7-4b20-864f-c63c28556011"
22.8,3.2,12.1,0.0,0.0,15.5,22.04,2023,1,27,"f7836438-8b8b-4fdb-8f43-b693a0cc08b5"
23.9,5.0,13.9,0.0,0.0,16.2,21.1,2023,1,28,"22b44b3b-61d2-48e9-bc58-19f2976bd8c6"
24.6,9.9,16.6,0.0,0.0,12.3,21.64,2023,1,29,"bfa9ff27-8645-43aa-9afb-30ee080bc54f"
25.7,9.4,17.6,0.0,0.0,12.7,22.11,2023,1,30,"9954f628-bdc2-42f9-980a-6a198b1bc644"
26.1,7.8,16.6,0.0,0.0,14.6,22.68,2023,1,31,"34b0b5e5-ab56-4a6f-8798-e77442986911"
27.7,10.6,19.1,0.2,2.0,18.6,22.87,2023,3,1,"cb33b234-8804-493f-ac56-91c2daea38d0"
29.4,10.4,19.5,0.0,0.0,23.8,26.34,2023,3,2,"2b207798-f825-4dad-976c-5d45715c1a7c"
28.9,8.1,18.2,0.0,0.0,28.5,26.68,2023,3,3,"c70ea405-3dfc-4d63-975f-d27e93247e08"
28.4,7.2,17.9,0.0,0.0,24.5,26.48,2023,3,4,"a13412a4-03dc-42a9-888e-5f87d2fb18d5"
28.4,11.1,19.5,0.0,0.0,21.3,23.15,2023,3,5,"ef52d211-3828-4508-9c83-0ae528b83043"
27.9,10.5,19.4,0.0,0.0,21.2,24.96,2023,3,6,"faddb4d6-0b59-43d3-8118-2ee1d306146b"
28.0,11.3,19.3,0.0,0.0,13.0,26.87,2023,3,7,"d02ee0e5-495b-4c2b-926e-ed3b90af3b21"
27.3,10.8,19.3,0.0,0.0,16.1,26.91,2023,3,8,"1caec3a3-c601-4130-9f90-752d5d2e3651"
27.6,9.1,18.8,0.0,0.0,17.0,26.8,2023,3,9,"a77b50ba-8b5a-473e-81cc-55f3fa435281"
27.2,10.4,19.6,0.0,0.0,15.9,25.67,2023,3,10,"20d9464a-04eb-4c79-a298-96de2e6c51bd"
28.4,10.2,18.7,0.8,2.0,16.2,25.75,2023,3,11,"0a0897bf-afc5-4c53-bae6-cdfdee1e60a5"
26.5,10.7,17.6,0.5,2.0,16.7,21.74,2023,3,12,"b1d1f353-61a2-48be-9b94-9364ff8205b0"
25.0,10.1,17.3,0.0,0.0,30.6,21.41,2023,3,13,"971ad71d-376c-492b-8d49-c7f0050982ca"
23.4,8.0,16.0,0.2,2.0,28.4,21.64,2023,3,14,"c50377b5-e0c3-4b2d-b50c-a5e9617bd9a4"
21.9,11.3,15.4,4.1,2.0,19.1,21.2,2023,3,15,"fab1b90f-f04f-4f4b-998c-349180edb4c1"
22.6,7.5,15.6,0.1,1.0,16.6,22.56,2023,3,16,"efb0dcf1-40bf-4330-b70f-67dcfb340b84"
23.7,7.1,15.4,0.4,2.0,18.6,25.86,2023,3,17,"c2fa0128-d26a-4f5a-8cc4-70d2958c9cd5"
22.5,8.7,15.6,1.1,4.0,23.6,24.08,2023,3,18,"a8089763-0af0-4c0b-bbf2-989c33117fc6"
22.5,6.7,13.8,3.4,3.0,20.6,24.0,2023,3,19,"1568782a-f40a-43e5-8d71-1b543f23eb66"
23.7,5.1,14.3,0.0,0.0,20.4,26.67,2023,3,20,"24598579-e7f9-46a6-b10d-ad9f8c45fe41"
26.7,6.8,17.1,0.0,0.0,21.1,27.23,2023,3,21,"950b2baa-5b83-4796-aedd-eb717b878ffa"
26.6,12.6,18.9,0.0,0.0,26.3,25.71,2023,3,22,"3ebaa05d-4bb7-4034-ba74-fc0fdd77e88b"
28.3,10.2,18.9,0.0,0.0,19.1,24.72,2023,3,23,"70564139-921a-4ea1-af43-0288cc35feaa"
27.9,11.4,19.1,0.0,0.0,22.3,26.05,2023,3,24,"df1c92b1-fdf1-4a27-a444-375e5800cea4"
28.2,12.0,19.0,0.9,2.0,33.0,24.43,2023,3,25,"c3c19be7-a7fa-4c42-84dc-2ba167329002"
28.5,9.9,19.2,0.0,0.0,20.4,25.89,2023,3,26,"30d1631b-6c15-405b-a86b-ee9d44b7a2d6"
29.9,11.8,20.4,0.0,0.0,19.1,25.35,2023,3,27,"2f8980e3-cda2-42c8-8881-3aa9b694c33f"
28.5,13.9,19.0,3.0,4.0,33.1,24.08,2023,3,28,"ad2f5c68-970d-49a5-a631-1abce681a5fd"
26.3,12.9,18.0,0.6,5.0,15.3,25.51,2023,3,29,"c6cabad0-52eb-4c9e-a32e-e64633e693a2"
27.2,9.5,18.1,0.0,0.0,21.8,25.74,2023,3,30,"82e60bdc-4ccc-4541-b6e8-c8cacb74a2e4"
28.4,10.3,19.4,0.0,0.0,13.8,27.36,2023,3,31,"487f9cf5-41c2-4b6b-a618-80a6f732863e"
29.8,10.6,20.0,0.1,1.0,26.6,27.19,2023,5,1,"368adab8-e495-4fa2-9f1f-2321a84f92b8"
29.8,11.1,20.4,0.0,0.0,22.0,28.45,2023,5,2,"6272a50b-6da5-4f91-aa60-b8802aa5bc93"
29.7,11.6,20.8,0.0,0.0,18.5,27.87,2023,5,3,"7d55249e-b1d9-4f7f-bec3-c090a96a47b9"
27.8,13.1,20.3,0.8,2.0,18.9,20.94,2023,5,4,"d708874f-9649-4bfa-bc6e-e4fc5d50b269"
28.0,12.0,19.5,0.7,2.0,21.3,22.41,2023,5,5,"6f163210-f6fd-44d4-a934-6eb5a2161b61"
29.1,11.7,20.3,0.0,0.0,21.7,24.59,2023,5,6,"20834e3f-c963-4389-9402-9a361d64bbb7"
28.4,12.7,20.0,1.3,4.0,24.6,24.2,2023,5,7,"7a7cff40-5637-4020-9b0d-521494dfb8d7"
25.9,12.2,18.6,0.9,3.0,25.9,23.66,2023,5,8,"267180eb-87e7-472a-a7da-d5a025d0f1f4"
24.5,10.3,18.1,0.7,2.0,28.8,23.27,2023,5,9,"0ab1e4dd-ed22-4651-9f26-1ea0029d8cf9"
26.7,11.0,19.1,0.2,2.0,27.0,24.44,2023,5,10,"7f26f18b-d2df-4f22-920c-15e36aabd5a1"
27.1,10.2,19.2,0.2,2.0,22.0,25.53,2023,5,11,"9edca74a-3d56-4748-87ef-5f699a6333cf"
27.6,10.7,19.2,0.0,0.0,29.9,25.66,2023,5,12,"ab78a64e-3d2a-41b4-aa28-f48017b148c2"
25.0,10.7,18.1,1.8,2.0,25.4,22.55,2023,5,13,"9a875675-3763-4ea5-90c6-76c792f990d1"
24.6,10.4,16.9,0.1,1.0,13.6,23.02,2023,5,14,"2733374f-b3e8-4c62-8c5b-ed3f130413c6"
24.6,9.2,17.6,0.0,0.0,15.0,26.75,2023,5,15,"ae2c4bed-feff-430a-b009-bb74883bcbc1"
23.1,9.7,16.8,0.3,3.0,18.1,21.27,2023,5,16,"07ed2e3b-197b-4170-91d1-a9a39e8e5141"
25.0,8.9,16.9,0.4,1.0,19.5,24.49,2023,5,17,"3e878323-4df6-4277-9fe0-e872fda23daf"
26.2,9.2,17.8,0.5,3.0,25.2,24.83,2023,5,18,"f1699afb-5877-4c5e-907d-4b7edd32112a"
27.1,10.8,18.9,0.1,1.0,15.1,23.26,2023,5,19,"84897039-c4ba-4bc4-92a4-b79df7973028"
26.6,13.8,19.4,0.0,0.0,18.5,22.82,2023,5,20,"8ce6f2c7-f72f-4ab6-bc33-b11b9341acd7"
23.0,14.0,17.7,5.3,7.0,16.9,19.52,2023,5,21,"ebb2d637-4fc3-4ea7-9b9f-8da30592171f"
24.9,12.8,17.8,1.7,4.0,18.7,23.19,2023,5,22,"8f79fac3-0502-4e6c-a870-069b502227c4"
24.3,11.6,17.9,3.6,4.0,14.4,23.27,2023,5,23,"59cca1ff-00d2-4d36-826a-0ba4b9e01bb7"
25.6,11.9,18.8,0.1,1.0,15.6,24.76,2023,5,24,"99a59bd8-3403-4122-a203-44de0b3b68cd"
27.2,12.1,19.7,0.5,1.0,27.3,26.06,2023,5,25,"de9bca9b-c44c-45bd-95d7-26316716d33c"
25.8,13.0,18.6,6.3,1.0,21.1,26.32,2023,5,26,"0e29fdc9-3659-4c4f-bd4c-7bcd3fc6c17f"
25.5,11.9,18.5,0.2,2.0,22.6,26.63,2023,5,27,"63533695-19df-44bc-8e52-f5b4b15f0b0a"
24.5,13.2,17.6,4.7,6.0,16.2,21.89,2023,5,28,"cf62f019-b9cc-4698-b795-a1fe70e66df2"
22.6,9.9,16.8,2.8,6.0,12.8,25.38,2023,5,29,"a482d193-be08-4592-bb96-1f69d1e0dd99"
27.6,9.7,18.5,0.0,0.0,11.2,27.05,2023,5,30,"189606f0-6d83-4ef2-9e14-b9fa64aae5e6"
27.8,14.1,20.6,0.0,0.0,14.5,26.64,2023,5,31,"65bbc468-a84f-4da8-8174-f2bbd90ad8e3"
24.9,14.0,19.3,2.4,2.0,15.7,25.39,2023,7,1,"c7042e83-f0df-49ed-9cfe-f1bb562da67f"
24.0,13.6,18.7,8.5,5.0,13.2,25.83,2023,7,2,"013e221d-45ef-4ce0-8c38-ee074d6f51d1"
25.0,14.5,18.9,2.0,5.0,11.0,26.57,2023,7,3,"91334de5-8dc1-4b45-aea9-3a5cc4a1d3f6"
24.0,14.6,18.5,9.9,8.0,11.2,21.61,2023,7,4,"24781e64-eb91-4405-8caf-2278396fc307"
25.1,14.5,18.9,11.3,6.0,17.0,21.74,2023,7,5,"955b2225-6a12-45d4-8cb8-762dfeeb9c2e"
23.6,14.6,18.2,7.4,16.0,12.0,22.31,2023,7,6,"eccfe7d5-45ae-4891-b5a2-7d0862b67f02"
26.4,16.0,20.1,2.0,5.0,19.5,26.29,2023,7,7,"275eb15d-36d3-4896-b5d4-ee2f9c967545"
26.3,14.6,19.2,3.2,8.0,17.8,27.21,2023,7,8,"29ed69e4-8052-40c7-8237-8cd3f86887b9"
25.2,14.8,18.7,1.7,9.0,14.0,25.83,2023,7,9,"250fc034-1919-4bd7-98a4-4ca86c3f9ace"
24.3,14.1,18.5,6.3,6.0,10.5,24.38,2023,7,10,"8369e288-282c-480c-be9f-71edbc4f168d"
23.2,13.2,18.0,6.9,5.0,20.4,25.18,2023,7,11,"43b022c7-4d82-4937-9af3-5eeed4842971"
24.7,12.6,18.2,0.8,2.0,15.7,27.47,2023,7,12,"2c54ef90-a3eb-433c-b217-b3482e392496"
25.5,12.1,18.6,0.9,3.0,12.8,27.47,2023,7,13,"17424bc3-ae2d-4cf5-8bff-675f9512fb93"
26.5,10.8,19.0,0.1,1.0,13.4,27.19,2023,7,14,"0ded87ea-8222-4748-ad46-7713e2e80f70"
27.0,13.4,20.0,0.0,0.0,19.1,28.08,2023,7,15,"96d2e39c-eee5-4a24-a84c-3ee16b4a52e8"
27.7,12.9,19.2,1.1,2.0,19.3,26.4,2023,7,16,"bb8a1327-74ba-4c8f-b852-6ecb3acd0792"
25.0,13.4,18.6,0.1,1.0,16.2,23.07,2023,7,17,"e2ed58b8-83d4-499a-8736-0f017986823d"
27.5,12.2,18.9,0.2,1.0,15.8,27.01,2023,7,18,"2a0d91ea-ef92-47ca-8de5-05d76e3c43c8"
27.3,14.3,19.2,3.3,5.0,15.1,25.95,2023,7,19,"910022dc-0a58-4040-89bb-050de0bcbb0e"
28.2,13.0,20.1,0.1,1.0,19.3,26.9,2023,7,20,"e8663b76-42ab-4cc4-a346-f2b9e2823d6d"
27.2,14.0,19.3,2.6,5.0,15.6,26.03,2023,7,21,"65dd6a8e-7f3f-4300-9c1e-090487e1fedf"
24.6,14.0,18.2,9.4,8.0,13.1,23.09,2023,7,22,"0c2092b4-61c6-4759-b309-c9b1094cc127"
23.7,14.7,18.0,7.3,11.0,13.4,21.74,2023,7,23,"1eae2390-9d10-49b5-9b53-80431afd016e"
22.4,14.2,17.2,11.4,16.0,14.5,18.48,2023,7,24,"dc4796b7-fe1b-4c5a-9f65-6ffaac0c58f4"
22.5,14.4,17.3,6.3,14.0,14.9,21.68,2023,7,25,"32614d8e-dbcc-44c4-8fd3-a62250a1486b"
23.1,13.2,17.2,8.2,12.0,15.5,26.01,2023,7,26,"1b3fd3af-8bd8-4090-94c8-82b59e605ae1"
18.2,13.3,15.6,7.1,13.0,10.8,14.26,2023,7,27,"226082f9-f31e-4063-b1a4-2db4e5ac1dec"
20.3,10.4,15.2,0.7,2.0,14.2,20.69,2023,7,28,"41e7d8e3-1258-437c-99d9-15b1886227c3"
24.2,10.3,16.0,4.2,4.0,14.6,26.52,2023,7,29,"0982263b-d26d-40b3-9cf9-ddb801e8362c"
22.1,13.3,16.9,3.9,8.0,13.0,19.29,2023,7,30,"d46d3b6e-05aa-4c68-b800-ed812187a85a"
22.5,12.9,17.0,12.2,7.0,12.9,20.57,2023,7,31,"a7a24679-96a5-43c8-b93c-c4ac3197057b"
25.0,13.5,17.8,14.3,12.0,11.6,25.03,2023,8,1,"b0d3c8b0-509b-4929-a1a5-b750ce9664c7"
24.2,12.8,17.6,3.0,11.0,20.0,26.41,2023,8,2,"7ecf391f-1ae6-4a64-966c-26b57847a61d"
22.1,12.7,16.8,3.6,5.0,10.5,20.93,2023,8,3,"57d5bb2a-e31d-4c4e-bd00-9999527390a8"
22.1,14.1,17.3,8.6,6.0,10.3,16.77,2023,8,4,"4101bad3-6853-450d-afed-dd9c4623342a"
22.1,14.2,17.0,25.1,12.0,11.9,21.72,2023,8,5,"86581bc9-1eb1-47d7-8cac-84841abfeffe"
21.4,13.7,17.2,11.8,9.0,11.6,22.59,2023,8,6,"baafcf2d-3187-4d2a-9f31-98666982c8b4"
25.1,12.7,17.7,0.7,4.0,19.7,27.51,2023,8,7,"28424692-dc80-45fb-86b3-d5a59d47d8b5"
24.8,11.8,17.9,0.3,1.0,14.1,27.03,2023,8,8,"948fa212-ebf3-4945-b7e0-e53e76e71714"
25.6,12.0,18.4,0.0,0.0,14.1,27.37,2023,8,9,"d90160ab-d898-4d32-926b-7433b49b7e1f"
25.9,12.8,18.7,1.8,2.0,17.3,24.64,2023,8,10,"177fc844-23c4-454f-8a41-04edb3ce70a5"
25.7,12.3,18.7,3.7,3.0,10.6,26.67,2023,8,11,"544a70cc-5a16-4880-9146-e2ed02b28925"
25.4,13.0,18.1,0.6,3.0,11.0,27.67,2023,8,12,"524b6867-5057-4436-8565-a515999db123"
25.1,13.1,18.2,0.0,0.0,17.7,25.86,2023,8,13,"505e88e1-b8c1-4604-b65f-5576d58a826a"
25.9,14.3,18.4,4.0,14.0,25.5,23.07,2023,8,14,"3f5ec47d-5b37-4d20-b836-cd9761bffffa"
24.2,11.4,17.7,0.5,4.0,16.6,24.79,2023,8,15,"8ee81733-4e0c-4e6a-95be-06c965920c83"
22.9,12.2,16.9,2.0,8.0,16.2,20.39,2023,8,16,"46b0b0ba-e932-46ec-9813-025f6ea3a176"
21.5,13.6,16.5,7.7,24.0,10.8,20.02,2023,8,17,"e623575b-9f8c-46ea-ba47-78705f98e792"
21.4,11.4,16.4,18.7,9.0,10.1,20.45,2023,8,18,"1e94a868-e6dc-4b9c-b75b-a35215f0998a"
22.3,13.1,16.8,7.7,12.0,17.9,23.48,2023,8,19,"3450b481-e9a1-4b04-b5f2-f7145004e182"
21.7,13.1,16.6,1.0,7.0,21.4,16.12,2023,8,20,"84de3580-2685-4030-a9cf-b5fed8dbc1b4"
22.7,12.0,16.6,2.2,8.0,11.7,25.53,2023,8,21,"a5b29aa2-53ec-4497-beac-14019736f469"
23.3,13.3,17.5,12.9,10.0,13.8,25.0,2023,8,22,"e6e0c8a8-fda8-49a0-801e-9d43a6e6bd3c"
24.3,13.5,17.3,12.9,16.0,19.2,23.96,2023,8,23,"16eddb77-6cfd-487c-bd25-04e96bb94962"
23.8,13.7,17.3,8.2,13.0,19.7,25.77,2023,8,24,"3ec95c5f-b564-4261-8c40-cf8a666a7421"
22.1,10.6,16.1,2.1,13.0,13.1,24.54,2023,8,25,"3c710144-1874-42f3-a6e1-2cbfd42b35ef"
21.0,12.1,16.1,2.0,9.0,15.5,20.0,2023,8,26,"ab461adc-0e1f-4f3f-b2f5-22372d3e340d"
22.6,14.3,17.4,4.8,19.0,11.4,20.5,2023,8,27,"c0fc3054-eb0e-44c3-b96e-a3c541bd0f0e"
20.5,14.8,17.0,9.6,14.0,9.7,16.0,2023,8,28,"6c8950e1-79d4-4c4c-ba8a-bf3df6d99844"
23.3,11.9,17.7,0.2,2.0,15.5,28.17,2023,8,29,"a79ae53e-8984-4dc3-8649-d9d6ed7df394"
24.2,10.8,17.7,0.0,0.0,10.6,28.49,2023,8,30,"88680426-96f4-438c-8bf5-02e2cc7f8629"
22.0,14.3,17.2,20.5,10.0,14.0,22.15,2023,8,31,"dabe0552-b9e4-4e4d-a84f-cd4965960118"
27.1,13.1,19.9,0.1,1.0,19.9,22.74,2023,10,1,"94659116-c738-4f9e-a40c-67223898c0ae"
28.1,14.0,19.4,0.8,6.0,17.7,20.27,2023,10,2,"5887d56f-e4d4-4159-a75f-487a78984743"
24.2,15.0,18.6,3.6,9.0,14.3,19.92,2023,10,3,"c62e9c8c-6c7e-45ec-84c8-8415488e7a43"
24.9,13.7,18.8,0.2,2.0,13.5,21.68,2023,10,4,"d1d67cbe-dc6c-45c3-865a-c69743180cc0"
25.6,13.5,19.0,2.9,8.0,17.1,23.22,2023,10,5,"d4a4a2d8-05be-40e3-ad97-5d26e13235e1"
26.5,12.9,18.4,0.2,1.0,29.6,24.43,2023,10,6,"43eba668-0b9c-4553-82d0-fe45e44e6052"
23.9,14.1,17.6,3.5,13.0,26.5,16.75,2023,10,7,"af9dab67-639e-436d-ad71-c27ac47f074e"
19.6,13.8,16.0,2.7,9.0,17.5,10.1,2023,10,8,"62abb0c1-ee7d-4f03-bc30-199980ac78b8"
23.0,13.2,16.4,3.9,6.0,11.8,15.12,2023,10,9,"5199f185-a996-43ba-8d71-d8272d6ca2b8"
24.4,13.2,17.7,5.8,14.0,16.3,20.96,2023,10,10,"ad884f65-c33f-420f-9609-1ca4547664d9"
23.6,12.6,17.4,0.2,2.0,19.2,14.35,2023,10,11,"99257344-fe2c-4a93-a4da-3b1a1bd1b217"
24.3,11.5,16.8,6.1,3.0,16.1,22.18,2023,10,12,"faefa287-7d7f-4dca-b69c-faba3146c75f"
25.0,11.3,17.4,11.3,6.0,12.1,21.51,2023,10,13,"8b76c7fa-b8c0-44de-bc31-d3a565f2b383"
27.2,12.8,19.0,0.3,2.0,23.2,21.39,2023,10,14,"802fb46a-5dc8-4abb-8a23-9e67d38129d1"
22.9,13.8,16.8,2.4,10.0,23.1,13.92,2023,10,15,"835ab690-4bbf-4347-ae20-8ebd99243bcb"
22.0,11.4,15.7,0.7,6.0,23.3,16.86,2023,10,16,"4af03da4-1d04-400f-a7e9-b267341000a2"
21.7,9.6,14.4,0.3,3.0,15.4,19.69,2023,10,17,"dff507c6-99d2-4052-884f-f38371f3b22b"
24.3,7.8,15.7,0.0,0.0,13.5,22.3,2023,10,18,"acaa52dc-7b86-4a2c-b4a6-a7babcbf6efa"
25.4,9.7,17.4,0.0,0.0,26.5,22.71,2023,10,19,"b60a237f-3bae-4115-90a7-16e06373c404"
26.0,11.7,17.5,0.0,0.0,20.5,21.2,2023,10,20,"a86e751f-4c80-4595-a428-b0e856d48f82"
27.6,10.8,17.7,0.0,0.0,20.4,23.61,2023,10,21,"015ada8c-0368-4dd3-b5d1-94f91bbe9db8"
27.4,10.4,18.0,0.0,0.0,18.1,23.54,2023,10,22,"6aca5449-8e8e-452a-aed5-2c04b08e1976"
26.7,10.4,18.0,0.0,0.0,18.4,22.05,2023,10,23,"2dd034e1-3cbd-4e97-95bb-a17e150a4b6f"
26.6,11.0,18.1,0.8,3.0,18.6,21.16,2023,10,24,"ce3b983c-59b4-4b8d-b73c-6139e094869b"
17.2,13.4,15.7,12.3,19.0,10.9,5.76,2023,10,25,"e0c2ad95-2b10-4bcf-ab97-03ab93a8ecf0"
23.2,12.6,17.1,0.2,2.0,10.8,19.07,2023,10,26,"a30bbf24-5954-439d-a351-c9d93dbcab99"
24.4,12.8,17.3,0.3,3.0,16.4,20.35,2023,10,27,"a06903b4-c6c4-49d6-92a7-f7c969a0e428"
23.9,12.3,17.2,0.0,0.0,21.8,21.35,2023,10,28,"f1bdda6e-853d-4000-a750-a01b9b7d1902"
24.7,12.1,17.0,0.0,0.0,19.1,21.15,2023,10,29,"22e6ac77-0b15-4e6e-b771-326653cc4746"
23.3,9.3,16.1,0.0,0.0,21.3,22.18,2023,10,30,"b1051685-4e8b-4fa4-8318-62cb00df6f16"
25.3,8.8,16.2,0.0,0.0,29.7,21.59,2023,10,31,"78ca18cd-9867-437b-af65-f5004c6a6bf1"
24.3,7.9,15.3,0.0,0.0,17.5,16.57,2023,12,1,"26d05c22-002e-4521-9b26-404fead05f03"
21.7,9.6,15.6,0.1,1.0,9.0,11.19,2023,12,2,"877a8e53-945f-49b5-a8f8-ea6f0e963b75"
20.3,10.4,14.7,1.1,3.0,15.1,14.29,2023,12,3,"986f7039-dda6-4329-9e11-06fc3dc0b7b1"
20.3,12.1,15.4,0.6,4.0,19.4,15.22,2023,12,4,"b4e4376a-d9cb-4006-89ac-993bac5836f0"
21.0,10.9,14.9,0.9,7.0,15.6,14.89,2023,12,5,"9ec0a3e8-02ad-4904-b0fe-1bd5967065e0"
19.8,11.6,14.4,0.9,6.0,16.3,10.82,2023,12,6,"8fcfbdbe-d833-425b-94fd-98c0498846ae"
18.1,9.9,13.0,1.6,4.0,17.3,14.11,2023,12,7,"75fa849f-6615-4613-9071-7ec4481f084f"
20.6,7.2,12.9,0.7,1.0,13.1,16.7,2023,12,8,"ec7c4c1c-5f75-4ea5-8680-ace4c9166ee2"
21.0,8.1,14.4,0.0,0.0,9.2,17.94,2023,12,9,"1eb4f551-16c6-470f-a7e4-8a617ec6ce8a"
18.9,8.9,13.6,0.0,0.0,19.7,12.83,2023,12,10,"a631de91-6878-4378-a9a2-488e58cb0d1a"
14.1,7.5,10.6,8.0,13.0,8.8,5.95,2023,12,11,"282a6d82-3fe6-4dd7-bbce-90bebc8db367"
16.9,7.3,11.2,0.0,0.0,13.4,15.78,2023,12,12,"b906ac19-741a-4e0c-a0d2-7818dd88cbb5"
18.0,8.1,12.1,0.0,0.0,10.3,12.06,2023,12,13,"78678490-c591-4560-9528-75dd3c01db38"
19.0,10.5,13.6,0.1,1.0,18.0,12.78,2023,12,14,"e1333758-c11e-48fe-9b0f-b7cd2ee2a135"
18.6,10.0,13.5,0.3,3.0,13.6,13.05,2023,12,15,"7b610b87-4c13-485c-97a2-7e17aeaa1375"
18.4,9.0,13.3,0.4,4.0,16.3,13.86,2023,12,16,"3be05671-f781-4efa-9f1c-209e948217b7"
20.4,9.5,13.3,0.1,1.0,11.8,19.02,2023,12,17,"53a5c325-245e-4c9c-83fb-2bd6996585de"
20.9,5.2,12.6,0.0,0.0,18.7,20.15,2023,12,18,"c2fd2b55-b0a8-43f2-9d20-459fcdf74660"
20.1,4.2,11.0,0.0,0.0,13.3,18.54,2023,12,19,"694b7ff1-5986-4482-81b2-b4d6d3db5816"
22.2,2.8,13.0,0.0,0.0,11.8,20.09,2023,12,20,"1d154851-5c5b-4615-beec-01c01b8e1c50"
23.0,2.9,12.9,0.0,0.0,14.6,19.86,2023,12,21,"4dcd8c67-02f1-4691-8722-a42292c39baf"
23.0,3.3,12.6,0.0,0.0,18.9,19.48,2023,12,22,"7e12bcbf-df49-43af-a615-5fe07e858a12"
22.4,3.4,12.2,0.0,0.0,17.5,17.55,2023,12,23,"169b32b3-18f4-426b-9a3a-cc5e3a22a5c6"
23.5,5.5,13.7,0.2,2.0,19.0,16.63,2023,12,24,"1f429ca1-e366-4031-97ab-a77b408b3925"
24.5,6.5,14.1,0.0,0.0,11.6,16.92,2023,12,25,"0148580e-1213-4735-a174-e8393eb65952"
